Time;Age;country;indicator;synthetic_val;population
60;<25;NL;People in ICU;0;4850952
61;25-50;DE;Cases;4326;25855651
61;25-50;DE;Hospitalisations;173;25855651
61;25-50;DE;Deaths;6;25855651
61;25-50;DE;Vaccination;0;25855651
61;25-50;DE;ICU admissions;11;25855651
61;25-50;DE;People in hospital;626;25855651
61;25-50;DE;People in ICU;85;25855651
61;25-50;NL;Cases;934;5479579
61;25-50;NL;Hospitalisations;24;5479579
61;25-50;NL;Deaths;0;5479579
61;25-50;NL;Vaccination;0;5479579
61;25-50;NL;ICU admissions;2;5479579
61;25-50;NL;People in hospital;114;5479579
61;25-50;NL;People in ICU;10;5479579
61;50+;DE;Cases;1670;37394315
61;50+;DE;Hospitalisations;40;37394315
61;50+;DE;Deaths;0;37394315
61;50+;DE;Vaccination;0;37394315
61;50+;DE;ICU admissions;0;37394315
61;50+;DE;People in hospital;120;37394315
61;50+;DE;People in ICU;1;37394315
61;50+;NL;Cases;649;7144884
61;50+;NL;Hospitalisations;8;7144884
61;50+;NL;Deaths;0;7144884
61;50+;NL;Vaccination;0;7144884
61;50+;NL;ICU admissions;1;7144884
61;50+;NL;People in hospital;17;7144884
61;50+;NL;People in ICU;0;7144884
61;<25;DE;Cases;5598;19905065
61;<25;DE;Hospitalisations;91;19905065
61;<25;DE;Deaths;0;19905065
61;<25;DE;Vaccination;0;19905065
61;<25;DE;ICU admissions;0;19905065
61;<25;DE;People in hospital;230;19905065
61;<25;DE;People in ICU;1;19905065
61;<25;NL;Cases;827;4850952
61;<25;NL;Hospitalisations;21;4850952
61;<25;NL;Deaths;0;4850952
61;<25;NL;Vaccination;0;4850952
61;<25;NL;ICU admissions;0;4850952
61;<25;NL;People in hospital;33;4850952
61;<25;NL;People in ICU;0;4850952
62;25-50;DE;Cases;4208;25855651
62;25-50;DE;Hospitalisations;176;25855651
62;25-50;DE;Deaths;8;25855651
62;25-50;DE;Vaccination;0;25855651
62;25-50;DE;ICU admissions;14;25855651
62;25-50;DE;People in hospital;745;25855651
62;25-50;DE;People in ICU;75;25855651
62;25-50;NL;Cases;840;5479579
62;25-50;NL;Hospitalisations;24;5479579
62;25-50;NL;Deaths;2;5479579
62;25-50;NL;Vaccination;0;5479579
62;25-50;NL;ICU admissions;5;5479579
62;25-50;NL;People in hospital;158;5479579
62;25-50;NL;People in ICU;12;5479579
62;50+;DE;Cases;1641;37394315
62;50+;DE;Hospitalisations;28;37394315
62;50+;DE;Deaths;0;37394315
62;50+;DE;Vaccination;0;37394315
62;50+;DE;ICU admissions;0;37394315
62;50+;DE;People in hospital;151;37394315
62;50+;DE;People in ICU;3;37394315
62;50+;NL;Cases;715;7144884
62;50+;NL;Hospitalisations;7;7144884
62;50+;NL;Deaths;0;7144884
62;50+;NL;Vaccination;0;7144884
62;50+;NL;ICU admissions;0;7144884
62;50+;NL;People in hospital;18;7144884
62;50+;NL;People in ICU;1;7144884
62;<25;DE;Cases;4221;19905065
62;<25;DE;Hospitalisations;60;19905065
62;<25;DE;Deaths;0;19905065
62;<25;DE;Vaccination;0;19905065
62;<25;DE;ICU admissions;0;19905065
62;<25;DE;People in hospital;224;19905065
62;<25;DE;People in ICU;1;19905065
62;<25;NL;Cases;773;4850952
62;<25;NL;Hospitalisations;9;4850952
62;<25;NL;Deaths;0;4850952
62;<25;NL;Vaccination;0;4850952
62;<25;NL;ICU admissions;0;4850952
62;<25;NL;People in hospital;45;4850952
62;<25;NL;People in ICU;0;4850952
63;25-50;DE;Cases;5956;25855651
63;25-50;DE;Hospitalisations;220;25855651
63;25-50;DE;Deaths;6;25855651
63;25-50;DE;Vaccination;0;25855651
63;25-50;DE;ICU admissions;26;25855651
63;25-50;DE;People in hospital;732;25855651
63;25-50;DE;People in ICU;59;25855651
63;25-50;NL;Cases;1358;5479579
63;25-50;NL;Hospitalisations;40;5479579
63;25-50;NL;Deaths;3;5479579
63;25-50;NL;Vaccination;0;5479579
63;25-50;NL;ICU admissions;2;5479579
63;25-50;NL;People in hospital;153;5479579
63;25-50;NL;People in ICU;15;5479579
63;50+;DE;Cases;4319;37394315
63;50+;DE;Hospitalisations;26;37394315
63;50+;DE;Deaths;0;37394315
63;50+;DE;Vaccination;0;37394315
63;50+;DE;ICU admissions;0;37394315
63;50+;DE;People in hospital;147;37394315
63;50+;DE;People in ICU;4;37394315
63;50+;NL;Cases;827;7144884
63;50+;NL;Hospitalisations;7;7144884
63;50+;NL;Deaths;0;7144884
63;50+;NL;Vaccination;0;7144884
63;50+;NL;ICU admissions;0;7144884
63;50+;NL;People in hospital;21;7144884
63;50+;NL;People in ICU;0;7144884
63;<25;DE;Cases;9115;19905065
63;<25;DE;Hospitalisations;88;19905065
63;<25;DE;Deaths;0;19905065
63;<25;DE;Vaccination;0;19905065
63;<25;DE;ICU admissions;0;19905065
63;<25;DE;People in hospital;329;19905065
63;<25;DE;People in ICU;3;19905065
63;<25;NL;Cases;1760;4850952
63;<25;NL;Hospitalisations;14;4850952
63;<25;NL;Deaths;0;4850952
63;<25;NL;Vaccination;0;4850952
63;<25;NL;ICU admissions;0;4850952
63;<25;NL;People in hospital;61;4850952
63;<25;NL;People in ICU;0;4850952
64;25-50;DE;Cases;7860;25855651
64;25-50;DE;Hospitalisations;207;25855651
64;25-50;DE;Deaths;7;25855651
64;25-50;DE;Vaccination;0;25855651
64;25-50;DE;ICU admissions;25;25855651
64;25-50;DE;People in hospital;912;25855651
64;25-50;DE;People in ICU;79;25855651
64;25-50;NL;Cases;1484;5479579
64;25-50;NL;Hospitalisations;46;5479579
64;25-50;NL;Deaths;2;5479579
64;25-50;NL;Vaccination;0;5479579
64;25-50;NL;ICU admissions;5;5479579
64;25-50;NL;People in hospital;172;5479579
64;25-50;NL;People in ICU;22;5479579
64;50+;DE;Cases;6011;37394315
64;50+;DE;Hospitalisations;44;37394315
64;50+;DE;Deaths;0;37394315
64;50+;DE;Vaccination;0;37394315
64;50+;DE;ICU admissions;0;37394315
64;50+;DE;People in hospital;149;37394315
64;50+;DE;People in ICU;4;37394315
64;50+;NL;Cases;715;7144884
64;50+;NL;Hospitalisations;8;7144884
64;50+;NL;Deaths;0;7144884
64;50+;NL;Vaccination;0;7144884
64;50+;NL;ICU admissions;0;7144884
64;50+;NL;People in hospital;37;7144884
64;50+;NL;People in ICU;1;7144884
64;<25;DE;Cases;12827;19905065
64;<25;DE;Hospitalisations;101;19905065
64;<25;DE;Deaths;0;19905065
64;<25;DE;Vaccination;0;19905065
64;<25;DE;ICU admissions;0;19905065
64;<25;DE;People in hospital;272;19905065
64;<25;DE;People in ICU;2;19905065
64;<25;NL;Cases;1357;4850952
64;<25;NL;Hospitalisations;12;4850952
64;<25;NL;Deaths;0;4850952
64;<25;NL;Vaccination;0;4850952
64;<25;NL;ICU admissions;0;4850952
64;<25;NL;People in hospital;62;4850952
64;<25;NL;People in ICU;0;4850952
65;25-50;DE;Cases;8860;25855651
65;25-50;DE;Hospitalisations;309;25855651
65;25-50;DE;Deaths;6;25855651
65;25-50;DE;Vaccination;0;25855651
65;25-50;DE;ICU admissions;26;25855651
65;25-50;DE;People in hospital;764;25855651
65;25-50;DE;People in ICU;88;25855651
65;25-50;NL;Cases;980;5479579
65;25-50;NL;Hospitalisations;35;5479579
65;25-50;NL;Deaths;1;5479579
65;25-50;NL;Vaccination;0;5479579
65;25-50;NL;ICU admissions;3;5479579
65;25-50;NL;People in hospital;153;5479579
65;25-50;NL;People in ICU;18;5479579
65;50+;DE;Cases;4805;37394315
65;50+;DE;Hospitalisations;32;37394315
65;50+;DE;Deaths;0;37394315
65;50+;DE;Vaccination;0;37394315
65;50+;DE;ICU admissions;2;37394315
65;50+;DE;People in hospital;273;37394315
65;50+;DE;People in ICU;2;37394315
65;50+;NL;Cases;723;7144884
65;50+;NL;Hospitalisations;6;7144884
65;50+;NL;Deaths;0;7144884
65;50+;NL;Vaccination;0;7144884
65;50+;NL;ICU admissions;0;7144884
65;50+;NL;People in hospital;25;7144884
65;50+;NL;People in ICU;1;7144884
65;<25;DE;Cases;11779;19905065
65;<25;DE;Hospitalisations;95;19905065
65;<25;DE;Deaths;0;19905065
65;<25;DE;Vaccination;0;19905065
65;<25;DE;ICU admissions;2;19905065
65;<25;DE;People in hospital;453;19905065
65;<25;DE;People in ICU;4;19905065
65;<25;NL;Cases;1969;4850952
65;<25;NL;Hospitalisations;26;4850952
65;<25;NL;Deaths;0;4850952
65;<25;NL;Vaccination;0;4850952
65;<25;NL;ICU admissions;0;4850952
65;<25;NL;People in hospital;68;4850952
65;<25;NL;People in ICU;1;4850952
66;25-50;DE;Cases;8282;25855651
66;25-50;DE;Hospitalisations;240;25855651
66;25-50;DE;Deaths;12;25855651
66;25-50;DE;Vaccination;0;25855651
66;25-50;DE;ICU admissions;31;25855651
66;25-50;DE;People in hospital;1240;25855651
66;25-50;DE;People in ICU;115;25855651
66;25-50;NL;Cases;1389;5479579
66;25-50;NL;Hospitalisations;51;5479579
66;25-50;NL;Deaths;3;5479579
66;25-50;NL;Vaccination;0;5479579
66;25-50;NL;ICU admissions;4;5479579
66;25-50;NL;People in hospital;231;5479579
66;25-50;NL;People in ICU;19;5479579
66;50+;DE;Cases;6342;37394315
66;50+;DE;Hospitalisations;56;37394315
66;50+;DE;Deaths;0;37394315
66;50+;DE;Vaccination;0;37394315
66;50+;DE;ICU admissions;4;37394315
66;50+;DE;People in hospital;191;37394315
66;50+;DE;People in ICU;5;37394315
66;50+;NL;Cases;1261;7144884
66;50+;NL;Hospitalisations;10;7144884
66;50+;NL;Deaths;0;7144884
66;50+;NL;Vaccination;0;7144884
66;50+;NL;ICU admissions;1;7144884
66;50+;NL;People in hospital;39;7144884
66;50+;NL;People in ICU;1;7144884
66;<25;DE;Cases;11032;19905065
66;<25;DE;Hospitalisations;132;19905065
66;<25;DE;Deaths;0;19905065
66;<25;DE;Vaccination;0;19905065
66;<25;DE;ICU admissions;1;19905065
66;<25;DE;People in hospital;518;19905065
66;<25;DE;People in ICU;6;19905065
66;<25;NL;Cases;1415;4850952
66;<25;NL;Hospitalisations;25;4850952
66;<25;NL;Deaths;0;4850952
66;<25;NL;Vaccination;0;4850952
66;<25;NL;ICU admissions;0;4850952
66;<25;NL;People in hospital;94;4850952
66;<25;NL;People in ICU;1;4850952
67;25-50;DE;Cases;9063;25855651
67;25-50;DE;Hospitalisations;372;25855651
67;25-50;DE;Deaths;9;25855651
67;25-50;DE;Vaccination;0;25855651
67;25-50;DE;ICU admissions;28;25855651
67;25-50;DE;People in hospital;1099;25855651
67;25-50;DE;People in ICU;107;25855651
67;25-50;NL;Cases;2982;5479579
67;25-50;NL;Hospitalisations;64;5479579
67;25-50;NL;Deaths;4;5479579
67;25-50;NL;Vaccination;0;5479579
67;25-50;NL;ICU admissions;5;5479579
67;25-50;NL;People in hospital;220;5479579
67;25-50;NL;People in ICU;25;5479579
67;50+;DE;Cases;5397;37394315
67;50+;DE;Hospitalisations;64;37394315
67;50+;DE;Deaths;0;37394315
67;50+;DE;Vaccination;0;37394315
67;50+;DE;ICU admissions;0;37394315
67;50+;DE;People in hospital;287;37394315
67;50+;DE;People in ICU;7;37394315
67;50+;NL;Cases;1249;7144884
67;50+;NL;Hospitalisations;18;7144884
67;50+;NL;Deaths;0;7144884
67;50+;NL;Vaccination;0;7144884
67;50+;NL;ICU admissions;0;7144884
67;50+;NL;People in hospital;57;7144884
67;50+;NL;People in ICU;2;7144884
67;<25;DE;Cases;19599;19905065
67;<25;DE;Hospitalisations;167;19905065
67;<25;DE;Deaths;0;19905065
67;<25;DE;Vaccination;0;19905065
67;<25;DE;ICU admissions;3;19905065
67;<25;DE;People in hospital;583;19905065
67;<25;DE;People in ICU;4;19905065
67;<25;NL;Cases;2181;4850952
67;<25;NL;Hospitalisations;38;4850952
67;<25;NL;Deaths;0;4850952
67;<25;NL;Vaccination;0;4850952
67;<25;NL;ICU admissions;0;4850952
67;<25;NL;People in hospital;124;4850952
67;<25;NL;People in ICU;0;4850952
68;25-50;DE;Cases;15402;25855651
68;25-50;DE;Hospitalisations;490;25855651
68;25-50;DE;Deaths;11;25855651
68;25-50;DE;Vaccination;0;25855651
68;25-50;DE;ICU admissions;53;25855651
68;25-50;DE;People in hospital;1609;25855651
68;25-50;DE;People in ICU;207;25855651
68;25-50;NL;Cases;2523;5479579
68;25-50;NL;Hospitalisations;69;5479579
68;25-50;NL;Deaths;3;5479579
68;25-50;NL;Vaccination;0;5479579
68;25-50;NL;ICU admissions;8;5479579
68;25-50;NL;People in hospital;247;5479579
68;25-50;NL;People in ICU;32;5479579
68;50+;DE;Cases;8792;37394315
68;50+;DE;Hospitalisations;77;37394315
68;50+;DE;Deaths;0;37394315
68;50+;DE;Vaccination;0;37394315
68;50+;DE;ICU admissions;0;37394315
68;50+;DE;People in hospital;334;37394315
68;50+;DE;People in ICU;7;37394315
68;50+;NL;Cases;1525;7144884
68;50+;NL;Hospitalisations;15;7144884
68;50+;NL;Deaths;0;7144884
68;50+;NL;Vaccination;0;7144884
68;50+;NL;ICU admissions;0;7144884
68;50+;NL;People in hospital;57;7144884
68;50+;NL;People in ICU;4;7144884
68;<25;DE;Cases;9223;19905065
68;<25;DE;Hospitalisations;157;19905065
68;<25;DE;Deaths;0;19905065
68;<25;DE;Vaccination;0;19905065
68;<25;DE;ICU admissions;1;19905065
68;<25;DE;People in hospital;682;19905065
68;<25;DE;People in ICU;4;19905065
68;<25;NL;Cases;3038;4850952
68;<25;NL;Hospitalisations;43;4850952
68;<25;NL;Deaths;0;4850952
68;<25;NL;Vaccination;0;4850952
68;<25;NL;ICU admissions;1;4850952
68;<25;NL;People in hospital;163;4850952
68;<25;NL;People in ICU;1;4850952
69;25-50;DE;Cases;13748;25855651
69;25-50;DE;Hospitalisations;490;25855651
69;25-50;DE;Deaths;24;25855651
69;25-50;DE;Vaccination;0;25855651
69;25-50;DE;ICU admissions;60;25855651
69;25-50;DE;People in hospital;1709;25855651
69;25-50;DE;People in ICU;200;25855651
69;25-50;NL;Cases;3615;5479579
69;25-50;NL;Hospitalisations;124;5479579
69;25-50;NL;Deaths;6;5479579
69;25-50;NL;Vaccination;0;5479579
69;25-50;NL;ICU admissions;7;5479579
69;25-50;NL;People in hospital;394;5479579
69;25-50;NL;People in ICU;38;5479579
69;50+;DE;Cases;9643;37394315
69;50+;DE;Hospitalisations;78;37394315
69;50+;DE;Deaths;0;37394315
69;50+;DE;Vaccination;0;37394315
69;50+;DE;ICU admissions;3;37394315
69;50+;DE;People in hospital;459;37394315
69;50+;DE;People in ICU;12;37394315
69;50+;NL;Cases;1800;7144884
69;50+;NL;Hospitalisations;14;7144884
69;50+;NL;Deaths;0;7144884
69;50+;NL;Vaccination;0;7144884
69;50+;NL;ICU admissions;0;7144884
69;50+;NL;People in hospital;58;7144884
69;50+;NL;People in ICU;3;7144884
69;<25;DE;Cases;20722;19905065
69;<25;DE;Hospitalisations;336;19905065
69;<25;DE;Deaths;0;19905065
69;<25;DE;Vaccination;0;19905065
69;<25;DE;ICU admissions;1;19905065
69;<25;DE;People in hospital;817;19905065
69;<25;DE;People in ICU;5;19905065
69;<25;NL;Cases;2292;4850952
69;<25;NL;Hospitalisations;55;4850952
69;<25;NL;Deaths;0;4850952
69;<25;NL;Vaccination;0;4850952
69;<25;NL;ICU admissions;0;4850952
69;<25;NL;People in hospital;172;4850952
69;<25;NL;People in ICU;1;4850952
70;25-50;DE;Cases;12749;25855651
70;25-50;DE;Hospitalisations;763;25855651
70;25-50;DE;Deaths;19;25855651
70;25-50;DE;Vaccination;0;25855651
70;25-50;DE;ICU admissions;61;25855651
70;25-50;DE;People in hospital;2612;25855651
70;25-50;DE;People in ICU;231;25855651
70;25-50;NL;Cases;2457;5479579
70;25-50;NL;Hospitalisations;118;5479579
70;25-50;NL;Deaths;2;5479579
70;25-50;NL;Vaccination;0;5479579
70;25-50;NL;ICU admissions;4;5479579
70;25-50;NL;People in hospital;351;5479579
70;25-50;NL;People in ICU;47;5479579
70;50+;DE;Cases;12576;37394315
70;50+;DE;Hospitalisations;98;37394315
70;50+;DE;Deaths;0;37394315
70;50+;DE;Vaccination;0;37394315
70;50+;DE;ICU admissions;2;37394315
70;50+;DE;People in hospital;428;37394315
70;50+;DE;People in ICU;14;37394315
70;50+;NL;Cases;1824;7144884
70;50+;NL;Hospitalisations;21;7144884
70;50+;NL;Deaths;0;7144884
70;50+;NL;Vaccination;0;7144884
70;50+;NL;ICU admissions;0;7144884
70;50+;NL;People in hospital;92;7144884
70;50+;NL;People in ICU;1;7144884
70;<25;DE;Cases;23106;19905065
70;<25;DE;Hospitalisations;263;19905065
70;<25;DE;Deaths;0;19905065
70;<25;DE;Vaccination;0;19905065
70;<25;DE;ICU admissions;1;19905065
70;<25;DE;People in hospital;816;19905065
70;<25;DE;People in ICU;4;19905065
70;<25;NL;Cases;5560;4850952
70;<25;NL;Hospitalisations;65;4850952
70;<25;NL;Deaths;0;4850952
70;<25;NL;Vaccination;0;4850952
70;<25;NL;ICU admissions;0;4850952
70;<25;NL;People in hospital;168;4850952
70;<25;NL;People in ICU;0;4850952
71;25-50;DE;Cases;20995;25855651
71;25-50;DE;Hospitalisations;756;25855651
71;25-50;DE;Deaths;29;25855651
71;25-50;DE;Vaccination;0;25855651
71;25-50;DE;ICU admissions;81;25855651
71;25-50;DE;People in hospital;3819;25855651
71;25-50;DE;People in ICU;272;25855651
71;25-50;NL;Cases;3205;5479579
71;25-50;NL;Hospitalisations;91;5479579
71;25-50;NL;Deaths;8;5479579
71;25-50;NL;Vaccination;0;5479579
71;25-50;NL;ICU admissions;10;5479579
71;25-50;NL;People in hospital;440;5479579
71;25-50;NL;People in ICU;52;5479579
71;50+;DE;Cases;11391;37394315
71;50+;DE;Hospitalisations;125;37394315
71;50+;DE;Deaths;2;37394315
71;50+;DE;Vaccination;0;37394315
71;50+;DE;ICU admissions;4;37394315
71;50+;DE;People in hospital;505;37394315
71;50+;DE;People in ICU;14;37394315
71;50+;NL;Cases;1903;7144884
71;50+;NL;Hospitalisations;21;7144884
71;50+;NL;Deaths;0;7144884
71;50+;NL;Vaccination;0;7144884
71;50+;NL;ICU admissions;0;7144884
71;50+;NL;People in hospital;92;7144884
71;50+;NL;People in ICU;4;7144884
71;<25;DE;Cases;18968;19905065
71;<25;DE;Hospitalisations;380;19905065
71;<25;DE;Deaths;0;19905065
71;<25;DE;Vaccination;0;19905065
71;<25;DE;ICU admissions;2;19905065
71;<25;DE;People in hospital;1137;19905065
71;<25;DE;People in ICU;7;19905065
71;<25;NL;Cases;3264;4850952
71;<25;NL;Hospitalisations;58;4850952
71;<25;NL;Deaths;0;4850952
71;<25;NL;Vaccination;0;4850952
71;<25;NL;ICU admissions;1;4850952
71;<25;NL;People in hospital;281;4850952
71;<25;NL;People in ICU;3;4850952
72;25-50;DE;Cases;25749;25855651
72;25-50;DE;Hospitalisations;807;25855651
72;25-50;DE;Deaths;22;25855651
72;25-50;DE;Vaccination;0;25855651
72;25-50;DE;ICU admissions;77;25855651
72;25-50;DE;People in hospital;2614;25855651
72;25-50;DE;People in ICU;295;25855651
72;25-50;NL;Cases;4034;5479579
72;25-50;NL;Hospitalisations;125;5479579
72;25-50;NL;Deaths;7;5479579
72;25-50;NL;Vaccination;0;5479579
72;25-50;NL;ICU admissions;12;5479579
72;25-50;NL;People in hospital;485;5479579
72;25-50;NL;People in ICU;57;5479579
72;50+;DE;Cases;15327;37394315
72;50+;DE;Hospitalisations;151;37394315
72;50+;DE;Deaths;3;37394315
72;50+;DE;Vaccination;0;37394315
72;50+;DE;ICU admissions;4;37394315
72;50+;DE;People in hospital;732;37394315
72;50+;DE;People in ICU;19;37394315
72;50+;NL;Cases;2899;7144884
72;50+;NL;Hospitalisations;28;7144884
72;50+;NL;Deaths;0;7144884
72;50+;NL;Vaccination;0;7144884
72;50+;NL;ICU admissions;2;7144884
72;50+;NL;People in hospital;90;7144884
72;50+;NL;People in ICU;3;7144884
72;<25;DE;Cases;27283;19905065
72;<25;DE;Hospitalisations;368;19905065
72;<25;DE;Deaths;0;19905065
72;<25;DE;Vaccination;0;19905065
72;<25;DE;ICU admissions;2;19905065
72;<25;DE;People in hospital;1226;19905065
72;<25;DE;People in ICU;5;19905065
72;<25;NL;Cases;4231;4850952
72;<25;NL;Hospitalisations;66;4850952
72;<25;NL;Deaths;0;4850952
72;<25;NL;Vaccination;0;4850952
72;<25;NL;ICU admissions;1;4850952
72;<25;NL;People in hospital;260;4850952
72;<25;NL;People in ICU;0;4850952
73;25-50;DE;Cases;20078;25855651
73;25-50;DE;Hospitalisations;1163;25855651
73;25-50;DE;Deaths;39;25855651
73;25-50;DE;Vaccination;0;25855651
73;25-50;DE;ICU admissions;121;25855651
73;25-50;DE;People in hospital;3669;25855651
73;25-50;DE;People in ICU;374;25855651
73;25-50;NL;Cases;4397;5479579
73;25-50;NL;Hospitalisations;278;5479579
73;25-50;NL;Deaths;3;5479579
73;25-50;NL;Vaccination;0;5479579
73;25-50;NL;ICU admissions;16;5479579
73;25-50;NL;People in hospital;620;5479579
73;25-50;NL;People in ICU;70;5479579
73;50+;DE;Cases;15631;37394315
73;50+;DE;Hospitalisations;180;37394315
73;50+;DE;Deaths;1;37394315
73;50+;DE;Vaccination;0;37394315
73;50+;DE;ICU admissions;3;37394315
73;50+;DE;People in hospital;719;37394315
73;50+;DE;People in ICU;19;37394315
73;50+;NL;Cases;2961;7144884
73;50+;NL;Hospitalisations;13;7144884
73;50+;NL;Deaths;0;7144884
73;50+;NL;Vaccination;0;7144884
73;50+;NL;ICU admissions;2;7144884
73;50+;NL;People in hospital;127;7144884
73;50+;NL;People in ICU;1;7144884
73;<25;DE;Cases;28360;19905065
73;<25;DE;Hospitalisations;451;19905065
73;<25;DE;Deaths;0;19905065
73;<25;DE;Vaccination;0;19905065
73;<25;DE;ICU admissions;4;19905065
73;<25;DE;People in hospital;1411;19905065
73;<25;DE;People in ICU;6;19905065
73;<25;NL;Cases;2866;4850952
73;<25;NL;Hospitalisations;75;4850952
73;<25;NL;Deaths;0;4850952
73;<25;NL;Vaccination;0;4850952
73;<25;NL;ICU admissions;0;4850952
73;<25;NL;People in hospital;251;4850952
73;<25;NL;People in ICU;3;4850952
74;25-50;DE;Cases;40160;25855651
74;25-50;DE;Hospitalisations;997;25855651
74;25-50;DE;Deaths;38;25855651
74;25-50;DE;Vaccination;0;25855651
74;25-50;DE;ICU admissions;98;25855651
74;25-50;DE;People in hospital;5351;25855651
74;25-50;DE;People in ICU;451;25855651
74;25-50;NL;Cases;6111;5479579
74;25-50;NL;Hospitalisations;255;5479579
74;25-50;NL;Deaths;4;5479579
74;25-50;NL;Vaccination;0;5479579
74;25-50;NL;ICU admissions;30;5479579
74;25-50;NL;People in hospital;864;5479579
74;25-50;NL;People in ICU;88;5479579
74;50+;DE;Cases;19855;37394315
74;50+;DE;Hospitalisations;227;37394315
74;50+;DE;Deaths;5;37394315
74;50+;DE;Vaccination;0;37394315
74;50+;DE;ICU admissions;4;37394315
74;50+;DE;People in hospital;767;37394315
74;50+;DE;People in ICU;27;37394315
74;50+;NL;Cases;2873;7144884
74;50+;NL;Hospitalisations;35;7144884
74;50+;NL;Deaths;0;7144884
74;50+;NL;Vaccination;0;7144884
74;50+;NL;ICU admissions;0;7144884
74;50+;NL;People in hospital;168;7144884
74;50+;NL;People in ICU;3;7144884
74;<25;DE;Cases;40275;19905065
74;<25;DE;Hospitalisations;331;19905065
74;<25;DE;Deaths;0;19905065
74;<25;DE;Vaccination;0;19905065
74;<25;DE;ICU admissions;4;19905065
74;<25;DE;People in hospital;1501;19905065
74;<25;DE;People in ICU;13;19905065
74;<25;NL;Cases;5375;4850952
74;<25;NL;Hospitalisations;105;4850952
74;<25;NL;Deaths;0;4850952
74;<25;NL;Vaccination;0;4850952
74;<25;NL;ICU admissions;1;4850952
74;<25;NL;People in hospital;291;4850952
74;<25;NL;People in ICU;2;4850952
75;25-50;DE;Cases;23858;25855651
75;25-50;DE;Hospitalisations;1798;25855651
75;25-50;DE;Deaths;39;25855651
75;25-50;DE;Vaccination;0;25855651
75;25-50;DE;ICU admissions;152;25855651
75;25-50;DE;People in hospital;5186;25855651
75;25-50;DE;People in ICU;439;25855651
75;25-50;NL;Cases;4657;5479579
75;25-50;NL;Hospitalisations;178;5479579
75;25-50;NL;Deaths;11;5479579
75;25-50;NL;Vaccination;0;5479579
75;25-50;NL;ICU admissions;23;5479579
75;25-50;NL;People in hospital;841;5479579
75;25-50;NL;People in ICU;96;5479579
75;50+;DE;Cases;26126;37394315
75;50+;DE;Hospitalisations;213;37394315
75;50+;DE;Deaths;1;37394315
75;50+;DE;Vaccination;0;37394315
75;50+;DE;ICU admissions;4;37394315
75;50+;DE;People in hospital;1191;37394315
75;50+;DE;People in ICU;23;37394315
75;50+;NL;Cases;3455;7144884
75;50+;NL;Hospitalisations;33;7144884
75;50+;NL;Deaths;0;7144884
75;50+;NL;Vaccination;0;7144884
75;50+;NL;ICU admissions;1;7144884
75;50+;NL;People in hospital;134;7144884
75;50+;NL;People in ICU;5;7144884
75;<25;DE;Cases;25365;19905065
75;<25;DE;Hospitalisations;554;19905065
75;<25;DE;Deaths;1;19905065
75;<25;DE;Vaccination;0;19905065
75;<25;DE;ICU admissions;3;19905065
75;<25;DE;People in hospital;1855;19905065
75;<25;DE;People in ICU;11;19905065
75;<25;NL;Cases;9789;4850952
75;<25;NL;Hospitalisations;101;4850952
75;<25;NL;Deaths;0;4850952
75;<25;NL;Vaccination;0;4850952
75;<25;NL;ICU admissions;0;4850952
75;<25;NL;People in hospital;371;4850952
75;<25;NL;People in ICU;1;4850952
76;25-50;DE;Cases;30758;25855651
76;25-50;DE;Hospitalisations;1234;25855651
76;25-50;DE;Deaths;44;25855651
76;25-50;DE;Vaccination;0;25855651
76;25-50;DE;ICU admissions;160;25855651
76;25-50;DE;People in hospital;6741;25855651
76;25-50;DE;People in ICU;583;25855651
76;25-50;NL;Cases;8856;5479579
76;25-50;NL;Hospitalisations;328;5479579
76;25-50;NL;Deaths;8;5479579
76;25-50;NL;Vaccination;0;5479579
76;25-50;NL;ICU admissions;22;5479579
76;25-50;NL;People in hospital;1013;5479579
76;25-50;NL;People in ICU;97;5479579
76;50+;DE;Cases;26468;37394315
76;50+;DE;Hospitalisations;237;37394315
76;50+;DE;Deaths;1;37394315
76;50+;DE;Vaccination;0;37394315
76;50+;DE;ICU admissions;4;37394315
76;50+;DE;People in hospital;1098;37394315
76;50+;DE;People in ICU;39;37394315
76;50+;NL;Cases;5046;7144884
76;50+;NL;Hospitalisations;26;7144884
76;50+;NL;Deaths;1;7144884
76;50+;NL;Vaccination;0;7144884
76;50+;NL;ICU admissions;0;7144884
76;50+;NL;People in hospital;204;7144884
76;50+;NL;People in ICU;5;7144884
76;<25;DE;Cases;30414;19905065
76;<25;DE;Hospitalisations;532;19905065
76;<25;DE;Deaths;0;19905065
76;<25;DE;Vaccination;0;19905065
76;<25;DE;ICU admissions;2;19905065
76;<25;DE;People in hospital;2441;19905065
76;<25;DE;People in ICU;19;19905065
76;<25;NL;Cases;4598;4850952
76;<25;NL;Hospitalisations;79;4850952
76;<25;NL;Deaths;0;4850952
76;<25;NL;Vaccination;0;4850952
76;<25;NL;ICU admissions;0;4850952
76;<25;NL;People in hospital;316;4850952
76;<25;NL;People in ICU;2;4850952
77;25-50;DE;Cases;40570;25855651
77;25-50;DE;Hospitalisations;1361;25855651
77;25-50;DE;Deaths;58;25855651
77;25-50;DE;Vaccination;0;25855651
77;25-50;DE;ICU admissions;118;25855651
77;25-50;DE;People in hospital;5025;25855651
77;25-50;DE;People in ICU;790;25855651
77;25-50;NL;Cases;4989;5479579
