Time,Age,model_val,synthetic_val,indicator,country
189,A,0,0,Cases,Netherlands
189,B,0,0,Cases,Netherlands
189,C,9.999610483646393e-6,0,Cases,Netherlands
190,A,0,0,Cases,Netherlands
190,B,0,0,Cases,Netherlands
190,C,0,0,Cases,Netherlands
191,A,0,0,Cases,Netherlands
191,B,0,0,Cases,Netherlands
191,C,0,0,Cases,Netherlands
192,A,0,0,Cases,Netherlands
192,B,0,0,Cases,Netherlands
192,C,0,0,Cases,Netherlands
193,A,0,0,Cases,Netherlands
193,B,0,0,Cases,Netherlands
193,C,0,0,Cases,Netherlands
194,A,0,0,Cases,Netherlands
194,B,0,0,Cases,Netherlands
194,C,0,0,Cases,Netherlands
195,A,0,0,Cases,Netherlands
195,B,0,0,Cases,Netherlands
195,C,0,0,Cases,Netherlands
196,A,0,0,Cases,Netherlands
196,B,0,0,Cases,Netherlands
196,C,0,0,Cases,Netherlands
197,A,0,0,Cases,Netherlands
197,B,0,0,Cases,Netherlands
197,C,0,0,Cases,Netherlands
198,A,0,0,Cases,Netherlands
198,B,0,0,Cases,Netherlands
198,C,0,0,Cases,Netherlands
199,A,0,0,Cases,Netherlands
199,B,0,0,Cases,Netherlands
199,C,0,0,Cases,Netherlands
200,A,0,0,Cases,Netherlands
200,B,0,0,Cases,Netherlands
200,C,0,0,Cases,Netherlands
201,A,0,0,Cases,Netherlands
201,B,0,0,Cases,Netherlands
201,C,0,0,Cases,Netherlands
202,A,0,0,Cases,Netherlands
202,B,0,0,Cases,Netherlands
202,C,0,0,Cases,Netherlands
203,A,0,0,Cases,Netherlands
203,B,0,0,Cases,Netherlands
203,C,0,0,Cases,Netherlands
204,A,0,0,Cases,Netherlands
204,B,0,0,Cases,Netherlands
204,C,0,0,Cases,Netherlands
205,A,0,0,Cases,Netherlands
205,B,0,0,Cases,Netherlands
205,C,0,0,Cases,Netherlands
206,A,0,0,Cases,Netherlands
206,B,0,0,Cases,Netherlands
206,C,0,0,Cases,Netherlands
207,A,0,0,Cases,Netherlands
207,B,0,0,Cases,Netherlands
207,C,0,0,Cases,Netherlands
208,A,0,0,Cases,Netherlands
208,B,0,0,Cases,Netherlands
208,C,0,0,Cases,Netherlands
209,A,0,0,Cases,Netherlands
209,B,0,0,Cases,Netherlands
209,C,0,0,Cases,Netherlands
210,A,0,0,Cases,Netherlands
210,B,0,0,Cases,Netherlands
210,C,0,0,Cases,Netherlands
211,A,0,0,Cases,Netherlands
211,B,0,0,Cases,Netherlands
211,C,0,0,Cases,Netherlands
212,A,0,0,Cases,Netherlands
212,B,0,0,Cases,Netherlands
212,C,0,0,Cases,Netherlands
213,A,0,0,Cases,Netherlands
213,B,0,0,Cases,Netherlands
213,C,0,0,Cases,Netherlands
214,A,0,0,Cases,Netherlands
214,B,0,0,Cases,Netherlands
214,C,0,0,Cases,Netherlands
215,A,0,0,Cases,Netherlands
215,B,0,0,Cases,Netherlands
215,C,0,0,Cases,Netherlands
216,A,0,0,Cases,Netherlands
216,B,0,0,Cases,Netherlands
216,C,0,0,Cases,Netherlands
217,A,0,0,Cases,Netherlands
217,B,0,0,Cases,Netherlands
217,C,0,0,Cases,Netherlands
218,A,0,0,Cases,Netherlands
218,B,0,0,Cases,Netherlands
218,C,0,0,Cases,Netherlands
219,A,0,0,Cases,Netherlands
219,B,0,0,Cases,Netherlands
219,C,0,0,Cases,Netherlands
220,A,0,0,Cases,Netherlands
220,B,0,0,Cases,Netherlands
220,C,0,0,Cases,Netherlands
221,A,0,0,Cases,Netherlands
221,B,0,0,Cases,Netherlands
221,C,0,0,Cases,Netherlands
222,A,0,0,Cases,Netherlands
222,B,0,0,Cases,Netherlands
222,C,0,0,Cases,Netherlands
223,A,0,0,Cases,Netherlands
223,B,0,0,Cases,Netherlands
223,C,0,0,Cases,Netherlands
224,A,0,0,Cases,Netherlands
224,B,0,0,Cases,Netherlands
224,C,0,0,Cases,Netherlands
225,A,0,0,Cases,Netherlands
225,B,0,0,Cases,Netherlands
225,C,0,0,Cases,Netherlands
226,A,0,0,Cases,Netherlands
226,B,0,0,Cases,Netherlands
226,C,0,0,Cases,Netherlands
227,A,0,0,Cases,Netherlands
227,B,0,0,Cases,Netherlands
227,C,0,0,Cases,Netherlands
228,A,0,0,Cases,Netherlands
228,B,0,0,Cases,Netherlands
228,C,0,0,Cases,Netherlands
229,A,0,0,Cases,Netherlands
229,B,0,0,Cases,Netherlands
229,C,0,0,Cases,Netherlands
230,A,0,0,Cases,Netherlands
230,B,0,0,Cases,Netherlands
230,C,0,0,Cases,Netherlands
231,A,0,0,Cases,Netherlands
231,B,0,0,Cases,Netherlands
231,C,0,0,Cases,Netherlands
232,A,0,0,Cases,Netherlands
232,B,0,0,Cases,Netherlands
232,C,0,0,Cases,Netherlands
233,A,0,0,Cases,Netherlands
233,B,0,0,Cases,Netherlands
233,C,0,0,Cases,Netherlands
234,A,0,0,Cases,Netherlands
234,B,0,0,Cases,Netherlands
234,C,0,0,Cases,Netherlands
235,A,0,0,Cases,Netherlands
235,B,0,0,Cases,Netherlands
235,C,0,0,Cases,Netherlands
236,A,0,0,Cases,Netherlands
236,B,0,0,Cases,Netherlands
236,C,0,0,Cases,Netherlands
237,A,0,0,Cases,Netherlands
237,B,0,0,Cases,Netherlands
237,C,0,0,Cases,Netherlands
238,A,0,0,Cases,Netherlands
238,B,0,0,Cases,Netherlands
238,C,0,0,Cases,Netherlands
239,A,0,0,Cases,Netherlands
239,B,0,0,Cases,Netherlands
239,C,0,0,Cases,Netherlands
240,A,0,0,Cases,Netherlands
240,B,0,0,Cases,Netherlands
240,C,0,0,Cases,Netherlands
241,A,0,0,Cases,Netherlands
241,B,0,0,Cases,Netherlands
241,C,0,0,Cases,Netherlands
242,A,0,0,Cases,Netherlands
242,B,0,0,Cases,Netherlands
242,C,0,0,Cases,Netherlands
243,A,0,0,Cases,Netherlands
243,B,0,0,Cases,Netherlands
243,C,0,0,Cases,Netherlands
244,A,0,0,Cases,Netherlands
244,B,0,0,Cases,Netherlands
244,C,0,0,Cases,Netherlands
245,A,0,0,Cases,Netherlands
245,B,0,0,Cases,Netherlands
245,C,0,0,Cases,Netherlands
246,A,0,0,Cases,Netherlands
246,B,0,0,Cases,Netherlands
246,C,0,0,Cases,Netherlands
247,A,0,0,Cases,Netherlands
247,B,0,0,Cases,Netherlands
247,C,0,0,Cases,Netherlands
248,A,0,0,Cases,Netherlands
248,B,0,0,Cases,Netherlands
248,C,0,0,Cases,Netherlands
249,A,0,0,Cases,Netherlands
249,B,0,0,Cases,Netherlands
249,C,0,0,Cases,Netherlands
250,A,0,0,Cases,Netherlands
250,B,0,0,Cases,Netherlands
250,C,0,0,Cases,Netherlands
251,A,0,0,Cases,Netherlands
251,B,0,0,Cases,Netherlands
251,C,0,0,Cases,Netherlands
252,A,0,0,Cases,Netherlands
252,B,0,0,Cases,Netherlands
252,C,0,0,Cases,Netherlands
253,A,0,0,Cases,Netherlands
253,B,0,0,Cases,Netherlands
253,C,0,0,Cases,Netherlands
254,A,0,0,Cases,Netherlands
254,B,0,0,Cases,Netherlands
254,C,0,0,Cases,Netherlands
255,A,0,0,Cases,Netherlands
255,B,0,0,Cases,Netherlands
255,C,0,0,Cases,Netherlands
256,A,0,0,Cases,Netherlands
256,B,0,0,Cases,Netherlands
256,C,0,0,Cases,Netherlands
257,A,0,0,Cases,Netherlands
257,B,0,0,Cases,Netherlands
257,C,0,0,Cases,Netherlands
258,A,0,0,Cases,Netherlands
258,B,0,0,Cases,Netherlands
258,C,0,0,Cases,Netherlands
259,A,0,0,Cases,Netherlands
259,B,0,0,Cases,Netherlands
259,C,0,0,Cases,Netherlands
260,A,0,0,Cases,Netherlands
260,B,0,0,Cases,Netherlands
260,C,0,0,Cases,Netherlands
261,A,0,0,Cases,Netherlands
261,B,0,0,Cases,Netherlands
261,C,0,0,Cases,Netherlands
262,A,0,0,Cases,Netherlands
262,B,0,0,Cases,Netherlands
262,C,0,0,Cases,Netherlands
263,A,0,0,Cases,Netherlands
263,B,0,0,Cases,Netherlands
263,C,0,0,Cases,Netherlands
264,A,0,0,Cases,Netherlands
264,B,0,0,Cases,Netherlands
264,C,0,0,Cases,Netherlands
265,A,0,0,Cases,Netherlands
265,B,0,0,Cases,Netherlands
265,C,0,0,Cases,Netherlands
266,A,0,0,Cases,Netherlands
266,B,0,0,Cases,Netherlands
266,C,0,0,Cases,Netherlands
267,A,0,0,Cases,Netherlands
267,B,0,0,Cases,Netherlands
267,C,0,0,Cases,Netherlands
268,A,0,0,Cases,Netherlands
268,B,0,0,Cases,Netherlands
268,C,0,0,Cases,Netherlands
269,A,0,0,Cases,Netherlands
269,B,0,0,Cases,Netherlands
269,C,0,0,Cases,Netherlands
270,A,0,0,Cases,Netherlands
270,B,0,0,Cases,Netherlands
270,C,0,0,Cases,Netherlands
1,A,0.00221122125172,0,Hospitalisations,Netherlands
1,B,4.27965626327e-5,0,Hospitalisations,Netherlands
1,C,5.17639193475e-6,0,Hospitalisations,Netherlands
2,A,0.00451880043823,0,Hospitalisations,Netherlands
2,B,5.150582784063001e-4,0,Hospitalisations,Netherlands
2,C,6.445967171135e-5,0,Hospitalisations,Netherlands
3,A,0.0056022781715499995,0,Hospitalisations,Netherlands
3,B,0.001683179223631,0,Hospitalisations,Netherlands
3,C,2.229539008539e-4,0,Hospitalisations,Netherlands
4,A,0.0066349596945,0,Hospitalisations,Netherlands
4,B,0.0035182245595800003,0,Hospitalisations,Netherlands
4,C,4.983180020880001e-4,0,Hospitalisations,Netherlands
5,A,0.007930696659200001,0,Hospitalisations,Netherlands
5,B,0.00604150568265,0,Hospitalisations,Netherlands
5,C,9.13807075382e-4,0,Hospitalisations,Netherlands
6,A,0.009609992630300001,0,Hospitalisations,Netherlands
6,B,0.009384239824499999,0,Hospitalisations,Netherlands
6,C,0.0015042591467099998,0,Hospitalisations,Netherlands
7,A,0.011782169482799996,0,Hospitalisations,Netherlands
7,B,0.013771938065300002,0,Hospitalisations,Netherlands
7,C,0.0023172062374600005,0,Hospitalisations,Netherlands
8,A,0.014590782085700006,0,Hospitalisations,Netherlands
8,B,0.0195182261702,0,Hospitalisations,Netherlands
8,C,0.0034155827856899995,0,Hospitalisations,Netherlands
9,A,0.018228227693899993,0,Hospitalisations,Netherlands
9,B,0.027036959495600005,0,Hospitalisations,Netherlands
9,C,0.00488218871537,0,Hospitalisations,Netherlands
10,A,0.022948018182100002,0,Hospitalisations,Netherlands
10,B,0.0368683903765,0,Hospitalisations,Netherlands
10,C,0.006825718888,0,Hospitalisations,Netherlands
11,A,0.02908143495700001,0,Hospitalisations,Netherlands
11,B,0.04971698411600001,0,Hospitalisations,Netherlands
11,C,0.009388596237700001,0,Hospitalisations,Netherlands
12,A,0.03706038265599998,0,Hospitalisations,Netherlands
12,B,0.06650161239199998,0,Hospitalisations,Netherlands
12,C,0.012757147962499996,0,Hospitalisations,Netherlands
13,A,0.04744781170500001,1,Hospitalisations,Netherlands
13,B,0.08842103997500003,0,Hospitalisations,Netherlands
13,C,0.0171748715914,0,Hospitalisations,Netherlands
14,A,0.060977639177999976,0,Hospitalisations,Netherlands
14,B,0.11703921958299995,0,Hospitalisations,Netherlands
14,C,0.022959752397500005,0,Hospitalisations,Netherlands
15,A,0.078606885284,0,Hospitalisations,Netherlands
15,B,0.154396463305,0,Hospitalisations,Netherlands
15,C,0.030526871000699993,0,Hospitalisations,Netherlands
16,A,0.10158367977100002,0,Hospitalisations,Netherlands
16,B,0.20315441776700005,0,Hospitalisations,Netherlands
16,C,0.040417909549000014,0,Hospitalisations,Netherlands
17,A,0.13153595070499996,0,Hospitalisations,Netherlands
17,B,0.266785161373,0,Hospitalisations,Netherlands
17,C,0.053339652362,0,Hospitalisations,Netherlands
18,A,0.17058708790800003,0,Hospitalisations,Netherlands
18,B,0.34981786315999996,1,Hospitalisations,Netherlands
18,C,0.070214214926,0,Hospitalisations,Netherlands
19,A,0.221506790947,0,Hospitalisations,Netherlands
19,B,0.4581605205299999,0,Hospitalisations,Netherlands
19,C,0.092244567728,0,Hospitalisations,Netherlands
20,A,0.2879078069290001,0,Hospitalisations,Netherlands
20,B,0.5995196137000003,0,Hospitalisations,Netherlands
20,C,0.12100000671099997,0,Hospitalisations,Netherlands
21,A,0.37450251452999983,0,Hospitalisations,Netherlands
21,B,0.7839474529799997,0,Hospitalisations,Netherlands
21,C,0.158527636857,0,Hospitalisations,Netherlands
22,A,0.4874375460300002,1,Hospitalisations,Netherlands
22,B,1.02455603613,1,Hospitalisations,Netherlands
22,C,0.20749777899800004,0,Hospitalisations,Netherlands
23,A,0.6347301554199998,0,Hospitalisations,Netherlands
23,B,1.3384480102200005,0,Hospitalisations,Netherlands
23,C,0.27139361215400004,0,Hospitalisations,Netherlands
24,A,0.8268372206200003,1,Hospitalisations,Netherlands
24,B,1.7479306682399995,5,Hospitalisations,Netherlands
24,C,0.35475849277000004,0,Hospitalisations,Netherlands
25,A,1.0773971088499996,1,Hospitalisations,Netherlands
25,B,2.28209886426,3,Hospitalisations,Netherlands
25,C,0.4635184661999998,0,Hospitalisations,Netherlands
26,A,1.4041967731799998,0,Hospitalisations,Netherlands
26,B,2.9788986791299994,6,Hospitalisations,Netherlands
26,C,0.6054027874300001,0,Hospitalisations,Netherlands
27,A,1.8304322095900005,0,Hospitalisations,Netherlands
27,B,3.887817374000001,5,Hospitalisations,Netherlands
27,C,0.79049216191,1,Hospitalisations,Netherlands
28,A,2.38635083325,2,Hospitalisations,Netherlands
28,B,5.073388896299999,3,Hospitalisations,Netherlands
28,C,1.0319333723299997,5,Hospitalisations,Netherlands
29,A,3.1113907653999995,5,Hospitalisations,Netherlands
29,B,6.6197608384999995,6,Hospitalisations,Netherlands
29,C,1.3468705762900006,2,Hospitalisations,Netherlands
30,A,4.056966130000001,5,Hospitalisations,Netherlands
30,B,8.636641928500001,11,Hospitalisations,Netherlands
30,C,1.7576586080399998,2,Hospitalisations,Netherlands
31,A,5.290091323599999,4,Hospitalisations,Netherlands
31,B,11.267043422500002,14,Hospitalisations,Netherlands
31,C,2.29344306438,3,Hospitalisations,Netherlands
32,A,6.8980933664999995,5,Hospitalisations,Netherlands
32,B,14.697348765400001,22,Hospitalisations,Netherlands
32,C,2.9922170132599994,4,Hospitalisations,Netherlands
33,A,8.994732882100003,5,Hospitalisations,Netherlands
33,B,19.170400329800003,26,Hospitalisations,Netherlands
33,C,3.903496323499999,5,Hospitalisations,Netherlands
34,A,11.728144352599998,7,Hospitalisations,Netherlands
34,B,25.002487783899994,14,Hospitalisations,Netherlands
34,C,5.091796671800001,4,Hospitalisations,Netherlands
35,A,15.291118668499998,9,Hospitalisations,Netherlands
35,B,32.605368248000005,44,Hospitalisations,Netherlands
35,C,6.641147333199999,11,Hospitalisations,Netherlands
36,A,19.934388799900006,13,Hospitalisations,Netherlands
36,B,42.514752426,33,Hospitalisations,Netherlands
36,C,8.6609421932,8,Hospitalisations,Netherlands
37,A,25.983744478600002,22,Hospitalisations,Netherlands
37,B,55.427059815999996,41,Hospitalisations,Netherlands
37,C,11.293509334299998,15,Hospitalisations,Netherlands
38,A,33.861992393999984,30,Hospitalisations,Netherlands
38,B,72.246681051,63,Hospitalisations,Netherlands
38,C,14.723878826500005,23,Hospitalisations,Netherlands
39,A,44.11698586100002,62,Hospitalisations,Netherlands
39,B,94.14647511100003,141,Hospitalisations,Netherlands
39,C,19.192344354299998,16,Hospitalisations,Netherlands
40,A,57.45715016,77,Hospitalisations,Netherlands
40,B,122.64473896300001,88,Hospitalisations,Netherlands
40,C,25.010545256300006,30,Hospitalisations,Netherlands
41,A,74.79608113700002,84,Hospitalisations,Netherlands
41,B,159.70233897699995,191,Hospitalisations,Netherlands
41,C,32.581932509,18,Hospitalisations,Netherlands
42,A,97.30780900899998,117,Hospitalisations,Netherlands
42,B,207.84393419599996,194,Hospitalisations,Netherlands
42,C,42.427605030999985,53,Hospitalisations,Netherlands
43,A,126.49404470800005,99,Hospitalisations,Netherlands
43,B,270.30697239799997,292,Hospitalisations,Netherlands
43,C,55.21857183700001,43,Hospitalisations,Netherlands
44,A,164.26390666199995,171,Hospitalisations,Netherlands
44,B,351.22092184999997,431,Hospitalisations,Netherlands
44,C,71.81543921,58,Hospitalisations,Netherlands
45,A,213.024853819,244,Hospitalisations,Netherlands
45,B,455.81623061000005,329,Hospitalisations,Netherlands
45,C,93.316217027,66,Hospitalisations,Netherlands
46,A,275.78020997500005,190,Hospitalisations,Netherlands
46,B,590.6565660199999,566,Hospitalisations,Netherlands
46,C,121.11218434700004,76,Hospitalisations,Netherlands
47,A,356.22289787,412,Hospitalisations,Netherlands
47,B,763.8772180800001,453,Hospitalisations,Netherlands
47,C,156.95024347599997,164,Hospitalisations,Netherlands
48,A,458.8057548699999,469,Hospitalisations,Netherlands
48,B,985.3948408899996,697,Hospitalisations,Netherlands
48,C,202.99748336000005,220,Hospitalisations,Netherlands
49,A,588.7550837199999,435,Hospitalisations,Netherlands
49,B,1267.0264268800001,1428,Hospitalisations,Netherlands
49,C,261.899201198,246,Hospitalisations,Netherlands
50,A,751.97565631,652,Hospitalisations,Netherlands
50,B,1622.41688118,1356,Hospitalisations,Netherlands
50,C,336.81480040999986,431,Hospitalisations,Netherlands
51,A,954.7741642299998,963,Hospitalisations,Netherlands
51,B,2066.6264147599995,1654,Hospitalisations,Netherlands
51,C,431.40645487000006,408,Hospitalisations,Netherlands
52,A,1203.3105371700003,1105,Hospitalisations,Netherlands
52,B,2615.180585580001,3116,Hospitalisations,Netherlands
52,C,549.7437417400001,624,Hospitalisations,Netherlands
53,A,1502.6864566700006,1436,Hospitalisations,Netherlands
53,B,3282.3606404,3517,Hospitalisations,Netherlands
53,C,696.0760740000001,745,Hospitalisations,Netherlands
54,A,1855.6203403500003,1563,Hospitalisations,Netherlands
54,B,4078.5528436999975,3705,Hospitalisations,Netherlands
54,C,874.4195153799997,676,Hospitalisations,Netherlands
55,A,2260.76460674,2028,Hospitalisations,Netherlands
55,B,5006.6421644,4768,Hospitalisations,Netherlands
55,C,1087.91550612,1226,Hospitalisations,Netherlands
56,A,2710.9075988999994,3060,Hospitalisations,Netherlands
56,B,6057.7791375000015,9007,Hospitalisations,Netherlands
56,C,1337.9591584600003,1127,Hospitalisations,Netherlands
57,A,3191.5385989000006,3104,Hospitalisations,Netherlands
57,B,7207.3548878,5759,Hospitalisations,Netherlands
57,C,1623.1737042000004,1348,Hospitalisations,Netherlands
58,A,3680.436579199999,3307,Hospitalisations,Netherlands
58,B,8412.535485400003,6433,Hospitalisations,Netherlands
58,C,1938.4192220000004,1434,Hospitalisations,Netherlands
59,A,4148.908827399999,3188,Hospitalisations,Netherlands
59,B,9612.917141999998,8169,Hospitalisations,Netherlands
59,C,2274.1324723,3544,Hospitalisations,Netherlands
60,A,4564.925208000001,3796,Hospitalisations,Netherlands
60,B,10735.410501500002,11134,Hospitalisations,Netherlands
60,C,2616.3353262,2795,Hospitalisations,Netherlands
61,A,4897.7169741,3595,Hospitalisations,Netherlands
61,B,11703.231207499994,8822,Hospitalisations,Netherlands
61,C,2947.555374399999,2047,Hospitalisations,Netherlands
62,A,5122.729681299999,5737,Hospitalisations,Netherlands
62,B,12447.255990599995,11382,Hospitalisations,Netherlands
62,C,3248.659363999999,3166,Hospitalisations,Netherlands
63,A,5225.535093800005,5958,Hospitalisations,Netherlands
63,B,12916.815925700008,16367,Hospitalisations,Netherlands
63,C,3501.285339000002,4377,Hospitalisations,Netherlands
64,A,5203.6270036999995,7159,Hospitalisations,Netherlands
64,B,13086.972565999997,10751,Hospitalisations,Netherlands
64,C,3690.318686499999,2741,Hospitalisations,Netherlands
65,A,5065.791726899995,5804,Hospitalisations,Netherlands
65,B,12960.539424000002,12701,Hospitalisations,Netherlands
65,C,3805.8175964,3785,Hospitalisations,Netherlands
66,A,4829.542625500006,2784,Hospitalisations,Netherlands
66,B,12564.918835000004,12555,Hospitalisations,Netherlands
66,C,3843.975852599997,2075,Hospitalisations,Netherlands
67,A,4517.572781199997,3031,Hospitalisations,Netherlands
67,B,11945.32140700001,12438,Hospitalisations,Netherlands
67,C,3807.0193867000053,4333,Hospitalisations,Netherlands
68,A,4154.201578499997,3369,Hospitalisations,Netherlands
68,B,11156.562013999996,11066,Hospitalisations,Netherlands
68,C,3702.224196999996,3782,Hospitalisations,Netherlands
69,A,3762.500744200006,7614,Hospitalisations,Netherlands
69,B,10255.386247999995,10428,Hospitalisations,Netherlands
69,C,3540.412894699999,3433,Hospitalisations,Netherlands
70,A,3362.3998668999993,4093,Hospitalisations,Netherlands
70,B,9294.551496,8004,Hospitalisations,Netherlands
70,C,3334.311106500005,4006,Hospitalisations,Netherlands
71,A,2969.754951499999,2392,Hospitalisations,Netherlands
71,B,8319.093189999985,6597,Hospitalisations,Netherlands
71,C,3097.0630829,2817,Hospitalisations,Netherlands
72,A,2596.181377400004,2751,Hospitalisations,Netherlands
72,B,7364.616881000024,5294,Hospitalisations,Netherlands
72,C,2841.0804986000003,2216,Hospitalisations,Netherlands
73,A,2249.3939459999965,2016,Hospitalisations,Netherlands
73,B,6457.146977999975,8581,Hospitalisations,Netherlands
73,C,2577.2805961999984,2078,Hospitalisations,Netherlands
74,A,1933.8179984000017,1382,Hospitalisations,Netherlands
74,B,5613.985688000015,5405,Hospitalisations,Netherlands
74,C,2314.686024399998,3061,Hospitalisations,Netherlands
75,A,1651.292960699997,1082,Hospitalisations,Netherlands
75,B,4845.099866000004,5076,Hospitalisations,Netherlands
75,C,2060.3138024,2869,Hospitalisations,Netherlands
76,A,1401.7526450000005,1358,Hospitalisations,Netherlands
76,B,4154.6767079999845,3938,Hospitalisations,Netherlands
76,C,1819.267270299999,1813,Hospitalisations,Netherlands
77,A,1183.8195887000038,1024,Hospitalisations,Netherlands
77,B,3542.617146000004,5390,Hospitalisations,Netherlands
77,C,1594.9511889999994,1072,Hospitalisations,Netherlands
78,A,995.2886090999964,1605,Hospitalisations,Netherlands
78,B,3005.841615000012,2298,Hospitalisations,Netherlands
78,C,1389.3460130000021,1781,Hospitalisations,Netherlands
79,A,833.4984763999964,868,Hospitalisations,Netherlands
79,B,2539.3582689999894,3008,Hospitalisations,Netherlands
79,C,1203.2955815000023,1059,Hospitalisations,Netherlands
80,A,695.6033628000005,1133,Hospitalisations,Netherlands
80,B,2137.0914110000012,1366,Hospitalisations,Netherlands
80,C,1036.7789805999928,1048,Hospitalisations,Netherlands
81,A,578.7610464000027,643,Hospitalisations,Netherlands
81,B,1792.4938200000033,1581,Hospitalisations,Netherlands
81,C,889.150401100007,795,Hospitalisations,Netherlands
82,A,480.2556646000012,597,Hospitalisations,Netherlands
82,B,1498.977974999987,2106,Hospitalisations,Netherlands
82,C,759.3401808000053,712,Hospitalisations,Netherlands
83,A,397.5712519999943,409,Hospitalisations,Netherlands
83,B,1250.2032000000181,1246,Hospitalisations,Netherlands
83,C,646.0163407999935,625,Hospitalisations,Netherlands
84,A,328.42972590000136,306,Hospitalisations,Netherlands
84,B,1040.2530439999828,739,Hospitalisations,Netherlands
84,C,547.7095248999976,301,Hospitalisations,Netherlands
85,A,270.8042141000042,288,Hospitalisations,Netherlands
85,B,863.7320790000085,883,Hospitalisations,Netherlands
85,C,462.906044000003,526,Hospitalisations,Netherlands
86,A,222.91604850000294,242,Hospitalisations,Netherlands
86,B,715.8057979999867,499,Hospitalisations,Netherlands
86,C,390.11435220000567,408,Hospitalisations,Netherlands
87,A,183.2215787999885,211,Hospitalisations,Netherlands
87,B,592.2019209999999,535,Hospitalisations,Netherlands
87,C,327.9101737999881,293,Hospitalisations,Netherlands
88,A,150.39320920000318,169,Hospitalisations,Netherlands
88,B,489.1869140000199,387,Hospitalisations,Netherlands
88,C,274.96500680000463,197,Hospitalisations,Netherlands
89,A,123.29770730000746,82,Hospitalisations,Netherlands
89,B,403.52773899998283,630,Hospitalisations,Netherlands
89,C,230.06206670000392,541,Hospitalisations,Netherlands
90,A,100.97382949999883,65,Hospitalisations,Netherlands
90,B,332.44593800001894,371,Hospitalisations,Netherlands
90,C,192.10303009999916,205,Hospitalisations,Netherlands
91,A,82.61056400000234,52,Hospitalisations,Netherlands
91,B,273.5689119999879,228,Hospitalisations,Netherlands
91,C,160.10826449999877,142,Hospitalisations,Netherlands
92,A,67.52676759999304,90,Hospitalisations,Netherlands
92,B,224.88159400000586,224,Hospitalisations,Netherlands
92,C,133.2126530999958,110,Hospitalisations,Netherlands
93,A,55.15261720000126,48,Hospitalisations,Netherlands
93,B,184.6805030000105,313,Hospitalisations,Netherlands
93,C,110.65860910000629,110,Hospitalisations,Netherlands
94,A,45.01303820000612,54,Hospitalisations,Netherlands
94,B,151.53134200000204,176,Hospitalisations,Netherlands
94,C,91.78747250000015,85,Hospitalisations,Netherlands
95,A,36.7131270999962,18,Hospitalisations,Netherlands
95,B,124.23066999998991,228,Hospitalisations,Netherlands
95,C,76.03014960000291,69,Hospitalisations,Netherlands
96,A,29.925477099997806,28,Hospitalisations,Netherlands
96,B,101.77183099999093,72,Hospitalisations,Netherlands
96,C,62.89760159999423,55,Hospitalisations,Netherlands
97,A,24.379264500006684,29,Hospitalisations,Netherlands
97,B,83.31504400001722,54,Hospitalisations,Netherlands
97,C,51.97158870000567,28,Hospitalisations,Netherlands
98,A,19.850925299993833,9,Hospitalisations,Netherlands
98,B,68.1614159999881,70,Hospitalisations,Netherlands
98,C,42.895933399995556,42,Hospitalisations,Netherlands
99,A,16.15624039999966,10,Hospitalisations,Netherlands
99,B,55.730535000009695,54,Hospitalisations,Netherlands
99,C,35.3684540999966,30,Hospitalisations,Netherlands
100,A,13.143656300002476,9,Hospitalisations,Netherlands
100,B,45.54130399998394,42,Hospitalisations,Netherlands
100,C,29.1336447000067,37,Hospitalisations,Netherlands
101,A,10.68867119999777,5,Hospitalisations,Netherlands
101,B,37.195627000008244,38,Hospitalisations,Netherlands
101,C,23.976121999992756,24,Hospitalisations,Netherlands
102,A,8.689138799993088,12,Hospitalisations,Netherlands
102,B,30.36460000000079,38,Hospitalisations,Netherlands
102,C,19.714824099995894,25,Hospitalisations,Netherlands
103,A,7.061351200012723,11,Hospitalisations,Netherlands
103,B,24.776857999997446,22,Hospitalisations,Netherlands
103,C,16.197920400009025,16,Hospitalisations,Netherlands
104,A,5.736782299994957,4,Hospitalisations,Netherlands
104,B,20.208798000006936,19,Hospitalisations,Netherlands
104,C,13.29838269999891,13,Hospitalisations,Netherlands
105,A,4.65938680000545,4,Hospitalisations,Netherlands
105,B,16.47638099998585,20,Hospitalisations,Netherlands
105,C,10.910153100005118,8,Hospitalisations,Netherlands
106,A,3.783366699994076,5,Hospitalisations,Netherlands
106,B,13.428295000019716,10,Hospitalisations,Netherlands
106,C,8.944851899999776,8,Hospitalisations,Netherlands
107,A,3.0713267999963136,3,Hospitalisations,Netherlands
107,B,10.940253999986453,7,Hospitalisations,Netherlands
107,C,7.328958899990539,11,Hospitalisations,Netherlands
108,A,2.492753400001675,3,Hospitalisations,Netherlands
108,B,8.9102600000042,7,Hospitalisations,Netherlands
108,C,6.001414400001522,9,Hospitalisations,Netherlands
109,A,2.0227657000068575,2,Hospitalisations,Netherlands
109,B,7.254676999989897,8,Hospitalisations,Netherlands
109,C,4.911582400003681,5,Hospitalisations,Netherlands
110,A,1.6410857000009855,1,Hospitalisations,Netherlands
110,B,5.9049790000135545,3,Hospitalisations,Netherlands
110,C,4.017529499993543,10,Hospitalisations,Netherlands
111,A,1.3311972999945283,2,Hospitalisations,Netherlands
111,B,4.80505299998913,7,Hospitalisations,Netherlands
111,C,3.2845730999979423,3,Hospitalisations,Netherlands
112,A,1.0796540000010282,1,Hospitalisations,Netherlands
112,B,3.9089880000101402,4,Hospitalisations,Netherlands
